-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/1990 through 12/31/2025 in LST
Location: latitude  34.04   longitude -4.99 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 575.32 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                 MERRA-2 Wind Speed at 10 Meters (m/s) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,T2M,RH2M,WS10M
2015,5,8,8.4386,19.96,62.1,2.49
2015,5,9,8.3386,23.39,50.42,2.94
2015,5,10,7.7746,24.81,50.8,3.03
2015,5,11,8.0729,26.49,47.9,2.93
2015,5,12,8.2618,27.07,47.16,2.88
2015,5,13,8.0393,27.35,36.02,5.08
2015,5,14,7.7609,26.22,43.81,4.57
2015,5,15,8.1353,21.06,55.69,4.18
2015,5,16,8.4302,22.61,46.25,4.36
2015,5,17,8.2711,24.84,42.4,4.76
2015,5,18,7.2677,23.81,50.11,3.44
2015,5,19,5.7288,20.1,69.26,3.95
2015,5,20,7.0997,18.72,63.81,2.93
2015,5,21,7.4386,20.13,58.11,4.62
2015,5,22,7.1239,20.51,58.31,3.96
2015,5,23,3.6869,18.41,75.44,2.44
2015,5,24,5.2284,17.25,72.7,2.27
2015,5,25,3.834,14.93,79.95,3.16
2015,5,26,8.0863,18.67,63.14,3.89
2015,5,27,8.189,22.54,54.39,2.47
2015,5,28,6.8546,24.39,53.01,4.49
2015,5,29,4.6327,18.36,78.15,3.59
2015,5,30,7.9015,21.99,61.27,2.0
2015,5,31,6.6384,22.16,63.54,2.0
2015,6,1,7.3306,21.09,66.19,2.99
2015,6,2,7.8334,22.66,58.84,5.38
2015,6,3,7.8698,24.54,55.55,3.93
2015,6,4,8.1502,25.81,51.78,2.63
2015,6,5,6.3655,26.76,51.44,2.05
2015,6,6,5.887,25.65,55.21,4.82
2015,6,7,6.3982,26.38,55.25,4.41
2015,6,8,7.4102,23.89,60.82,3.44
2015,6,9,7.8269,22.57,65.61,2.64
2015,6,10,7.1599,21.73,70.66,3.1
2015,6,11,3.841,19.59,75.3,4.33
2015,6,12,6.5741,18.74,69.57,3.88
2015,6,13,4.6891,18.08,69.79,4.44
2015,6,14,7.0802,17.19,67.02,3.12
2015,6,15,6.7342,17.5,67.68,3.69
2015,6,16,8.6734,20.03,56.92,2.74
2015,6,17,8.5231,23.64,48.28,4.08
2015,6,18,8.3854,23.95,50.71,5.48
2015,6,19,8.4026,25.87,52.6,4.74
2015,6,20,7.6699,27.06,51.92,2.59
2015,6,21,8.2133,25.05,54.17,2.3
2015,6,22,8.4756,24.93,50.49,2.81
2015,6,23,8.61,21.74,55.25,4.04
2015,6,24,8.561,21.67,54.78,3.02
2015,6,25,8.4278,25.43,46.13,2.76
2015,6,26,8.5826,28.24,39.93,3.84
2015,6,27,8.7168,30.51,33.56,3.99
2015,6,28,8.3681,30.54,37.85,2.27
2015,6,29,8.178,30.23,42.2,2.75
2015,6,30,8.0484,28.06,46.96,2.65
2015,7,1,7.9735,26.5,50.82,3.35
2015,7,2,7.9375,26.14,52.92,2.59
2015,7,3,7.9054,28.5,45.42,3.08
2015,7,4,7.6783,29.36,48.84,2.16
2015,7,5,7.3044,31.3,44.23,2.01
2015,7,6,8.0023,31.71,37.76,2.99
2015,7,7,7.8118,31.4,36.7,2.8
2015,7,8,7.9178,31.17,37.8,2.69
2015,7,9,8.2078,30.13,34.66,2.93
2015,7,10,7.8038,27.34,41.96,2.82
2015,7,11,8.1734,29.53,37.82,2.77
2015,7,12,7.7558,30.87,37.89,2.8
2015,7,13,8.2639,32.13,31.77,2.45
2015,7,14,8.2133,32.25,32.75,3.16
2015,7,15,8.2243,32.15,32.09,2.99
2015,7,16,6.3326,31.21,38.54,2.93
2015,7,17,6.5316,30.87,42.19,5.1
2015,7,18,7.8046,29.0,44.38,3.44
2015,7,19,8.0417,29.73,41.76,3.04
2015,7,20,8.2579,30.7,36.41,2.37
2015,7,21,7.716,31.83,30.94,2.43
2015,7,22,7.4172,32.07,29.83,4.02
2015,7,23,8.202,30.44,29.94,3.47
2015,7,24,8.3143,27.2,38.04,4.2
2015,7,25,8.3873,26.71,45.03,2.88
2015,7,26,8.027,28.77,38.6,3.06
2015,7,27,8.0388,30.75,34.85,2.47
2015,7,28,7.1278,31.65,32.28,2.52
2015,7,29,7.1693,30.29,36.31,3.11
2015,7,30,7.8024,28.01,45.05,3.15
2015,7,31,7.0543,26.68,51.06,4.37
2015,8,1,7.6733,27.61,48.65,2.59
2015,8,2,6.2954,30.75,40.22,2.91
2015,8,3,6.6199,28.17,51.41,2.53
2015,8,4,6.833,30.39,44.56,2.92
2015,8,5,5.345,31.43,33.93,2.57
2015,8,6,5.5913,33.75,32.03,2.92
2015,8,7,5.9167,31.68,36.07,4.29
2015,8,8,5.7187,31.93,38.33,3.4
2015,8,9,6.4735,34.2,33.45,4.54
2015,8,10,5.9724,31.41,39.27,3.43
2015,8,11,6.3348,31.4,38.67,3.09
2015,8,12,6.6598,32.73,36.25,4.05
2015,8,13,5.9167,28.98,38.75,4.45
2015,8,14,7.3519,24.78,39.88,4.33
2015,8,15,7.6519,22.48,44.41,3.76
2015,8,16,7.6716,23.54,49.23,3.42
2015,8,17,7.5533,24.9,55.69,3.71
2015,8,18,6.2333,23.87,57.51,3.49
2015,8,19,7.3774,26.76,45.82,2.49
2015,8,20,6.9221,29.21,41.72,2.14
2015,8,21,5.3551,28.01,46.62,2.5
2015,8,22,6.5597,26.19,51.2,4.54
2015,8,23,7.2418,23.14,55.19,4.01
2015,8,24,7.4592,22.82,53.33,3.29
2015,8,25,7.3418,25.58,48.13,3.16
2015,8,26,6.9305,26.15,44.94,3.35
2015,8,27,6.7913,28.07,44.45,3.16
2015,8,28,6.1145,31.25,37.07,3.1
2015,8,29,4.4868,31.73,31.88,4.49
2015,8,30,5.8997,32.4,30.89,4.18
2015,8,31,5.8798,28.47,46.52,3.84
2015,9,1,6.5189,25.6,54.29,3.49
2015,9,2,6.5688,24.2,57.5,3.52
2015,9,3,5.3971,21.68,57.63,4.28
2015,9,4,6.5827,21.0,53.31,3.3
2015,9,5,6.5878,22.99,43.66,2.91
2015,9,6,6.6161,24.1,39.96,2.94
2015,9,7,6.3396,23.59,46.01,3.08
2015,9,8,6.3288,23.09,49.04,2.43
2015,9,9,6.7421,25.1,43.31,2.51
2015,9,10,6.6281,25.4,38.05,3.31
2015,9,11,4.6747,26.1,42.83,2.36
2015,9,12,4.0757,22.76,53.81,3.26
2015,9,13,6.1711,22.43,50.74,3.42
2015,9,14,6.4337,22.14,54.66,3.16
2015,9,15,6.077,21.82,58.77,3.62
2015,9,16,6.4598,21.72,57.13,3.84
2015,9,17,6.2796,21.97,59.76,3.76
2015,9,18,6.3034,23.99,48.17,2.45
2015,9,19,5.8102,26.2,39.88,2.62
2015,9,20,3.8244,26.32,47.32,2.27
2015,9,21,5.4938,26.46,42.11,2.67
2015,9,22,5.941,26.25,32.64,3.0
2015,9,23,4.9718,25.29,38.74,4.01
2015,9,24,5.7372,24.03,50.29,2.9
2015,9,25,5.3275,22.44,54.36,2.18
2015,9,26,5.317,23.14,47.12,1.97
2015,9,27,5.9359,24.79,31.08,2.49
2015,9,28,3.265,20.41,59.48,2.87
2015,9,29,4.2106,20.16,66.78,3.25
2015,9,30,5.4077,21.27,57.72,2.04
2015,10,1,5.4319,22.51,46.86,2.24
2015,10,2,5.6686,23.15,43.55,2.36
2015,10,3,3.9482,22.88,45.64,4.01
2015,10,4,4.9706,27.07,39.58,3.23
2015,10,5,3.8388,26.62,43.55,3.76
2015,10,6,4.6932,24.07,52.07,3.98
2015,10,7,4.4779,21.11,63.95,3.1
2015,10,8,4.6022,17.68,63.61,3.09
2015,10,9,5.1074,18.21,51.15,1.94
2015,10,10,4.3171,19.7,41.11,2.9
2015,10,11,4.1285,20.84,59.66,4.28
2015,10,12,3.3134,20.68,65.67,3.47
2015,10,13,1.9999,18.74,75.13,2.62
2015,10,14,4.2283,18.42,66.11,2.53
2015,10,15,5.1874,19.69,57.97,2.5
2015,10,16,4.9178,21.98,43.58,2.85
2015,10,17,3.8616,22.08,54.63,3.68
2015,10,18,3.8858,20.48,70.04,3.47
2015,10,19,3.4906,20.17,63.21,3.9
2015,10,20,3.6734,20.26,63.38,2.01
2015,10,21,4.7093,19.11,75.16,2.29
2015,10,22,4.146,20.0,60.1,2.35
2015,10,23,3.9338,19.35,56.66,2.48
2015,10,24,1.4527,18.32,68.22,2.3
2015,10,25,3.289,19.74,61.05,1.89
2015,10,26,2.7053,18.55,74.5,4.09
2015,10,27,3.367,17.39,75.18,3.96
2015,10,28,3.887,16.37,75.84,2.05
2015,10,29,4.5514,18.67,59.49,2.49
2015,10,30,4.4525,19.47,51.47,2.22
2015,10,31,3.3218,17.61,71.41,2.32
2015,11,1,1.308,13.98,77.16,4.61
2015,11,2,2.1646,12.42,67.86,3.78
2015,11,3,4.0327,14.6,63.5,3.08
2015,11,4,3.685,15.41,61.45,2.26
2015,11,5,4.2214,18.36,51.77,2.41
2015,11,6,4.2478,20.24,43.5,4.15
2015,11,7,4.2348,20.98,39.89,4.45
2015,11,8,4.1525,20.35,45.27,3.16
2015,11,9,4.1208,19.04,47.24,2.75
2015,11,10,4.2562,18.11,49.4,3.75
2015,11,11,4.1354,18.02,48.73,2.28
2015,11,12,4.0272,17.6,46.12,2.67
2015,11,13,3.953,17.56,48.74,2.42
2015,11,14,3.8606,17.78,46.78,3.33
2015,11,15,3.9053,17.41,44.89,3.62
2015,11,16,3.7301,16.3,58.43,1.96
2015,11,17,3.8582,16.38,49.27,2.58
2015,11,18,3.9216,15.74,41.43,2.69
2015,11,19,3.865,15.68,36.51,2.81
2015,11,20,3.7548,16.59,31.42,2.65
2015,11,21,3.4834,14.42,56.84,5.48
2015,11,22,3.3295,10.44,68.68,4.83
2015,11,23,2.7382,7.34,81.48,2.35
2015,11,24,3.2974,8.77,68.76,2.22
2015,11,25,3.6696,9.99,65.3,3.72
2015,11,26,3.1267,11.98,79.47,3.4
2015,11,27,3.4296,12.31,73.24,2.51
2015,11,28,3.5988,12.66,58.43,2.48
2015,11,29,3.611,14.38,47.43,4.88
2015,11,30,3.193,15.48,41.64,3.48
2015,12,1,3.4776,15.2,42.31,2.51
2015,12,2,2.6933,14.9,43.86,2.03
2015,12,3,3.3451,15.2,45.22,2.29
2015,12,4,3.3833,15.86,41.9,3.01
2015,12,5,3.0722,15.85,42.05,2.39
2015,12,6,2.9278,15.66,42.53,2.42
2015,12,7,2.346,16.57,40.99,2.74
2015,12,8,2.0726,15.83,45.11,2.06
2015,12,9,2.671,14.67,45.47,3.92
2015,12,10,3.1531,13.83,43.84,3.36
2015,12,11,2.9107,12.76,55.04,3.48
2015,12,12,3.0629,12.38,60.39,2.36
2015,12,13,3.0242,13.26,51.81,2.47
2015,12,14,2.5987,14.13,40.38,2.54
2015,12,15,3.1034,15.35,35.44,2.64
2015,12,16,2.9455,17.52,34.5,3.61
2015,12,17,2.6206,17.09,38.46,2.07
2015,12,18,3.0408,16.12,35.48,2.36
2015,12,19,3.2621,16.06,34.51,3.48
2015,12,20,3.1438,14.93,39.57,2.99
2015,12,21,3.1553,15.24,37.99,3.21
2015,12,22,2.8584,16.28,35.09,3.38
2015,12,23,2.7029,15.11,41.31,2.3
2015,12,24,3.0192,13.38,53.86,2.42
2015,12,25,3.1699,13.53,47.05,2.42
2015,12,26,3.149,14.56,34.86,3.81
2015,12,27,2.729,15.59,33.46,3.48
2015,12,28,2.7811,13.01,39.71,2.54
2015,12,29,2.8409,13.36,49.19,2.57
2015,12,30,3.1025,13.37,59.55,2.97
2015,12,31,3.3917,13.68,54.94,2.03
2016,1,1,3.3346,13.86,42.44,3.62
2016,1,2,3.2453,12.77,50.07,3.51
2016,1,3,2.0405,13.09,59.38,4.87
2016,1,4,1.7515,14.53,73.75,5.99
2016,1,5,1.3373,11.85,85.49,6.79
2016,1,6,3.0578,10.01,73.45,3.31
2016,1,7,3.5407,11.73,45.72,2.64
2016,1,8,2.9544,14.24,53.2,4.11
2016,1,9,1.673,13.52,85.18,4.97
2016,1,10,2.0806,12.22,75.17,4.06
2016,1,11,2.4545,11.21,71.42,4.23
2016,1,12,3.2479,13.01,74.43,2.25
2016,1,13,3.1176,14.1,49.87,3.33
2016,1,14,3.5904,14.12,46.75,3.54
2016,1,15,1.4426,11.2,76.18,4.42
2016,1,16,3.6958,10.45,60.76,3.95
2016,1,17,3.3019,12.44,41.19,2.69
2016,1,18,3.4049,11.53,50.23,3.3
2016,1,19,3.4668,11.06,65.87,2.76
2016,1,20,1.7784,12.18,68.73,3.67
2016,1,21,2.3573,12.74,80.51,2.32
2016,1,22,3.5801,14.73,67.44,2.6
2016,1,23,3.3259,16.15,47.74,3.56
2016,1,24,3.3026,16.32,49.22,2.53
2016,1,25,3.071,14.84,54.85,2.95
2016,1,26,2.737,13.15,71.59,2.63
2016,1,27,3.1798,11.19,66.93,2.51
2016,1,28,2.6246,10.73,60.89,1.93
2016,1,29,3.2242,10.83,73.14,2.26
2016,1,30,2.9026,10.31,76.57,2.57
2016,1,31,4.0658,11.53,64.95,2.32
2016,2,1,4.2024,14.01,44.39,2.5
2016,2,2,4.1642,13.79,49.61,2.42
2016,2,3,3.4298,12.55,59.84,2.21
2016,2,4,3.2642,14.52,51.8,5.31
2016,2,5,3.025,15.23,51.48,3.84
2016,2,6,3.3391,15.13,54.99,4.83
2016,2,7,1.8533,13.42,69.99,5.19
2016,2,8,4.1453,13.46,71.48,2.3
2016,2,9,3.5609,11.65,73.28,3.82
2016,2,10,3.8578,12.79,78.7,2.85
2016,2,11,1.7074,12.44,90.82,3.34
2016,2,12,3.0221,13.96,78.19,3.95
2016,2,13,2.2282,13.72,78.61,5.85
2016,2,14,1.9666,11.25,84.53,9.88
2016,2,15,3.5266,6.7,82.65,6.79
2016,2,16,2.8519,5.55,70.66,2.86
2016,2,17,3.851,5.25,62.89,3.63
2016,2,18,2.6431,7.59,57.37,3.08
2016,2,19,4.3332,11.14,50.19,2.94
2016,2,20,3.9828,11.13,43.41,4.88
2016,2,21,4.2698,13.33,34.86,4.14
2016,2,22,3.342,10.85,68.12,3.63
2016,2,23,5.1,12.18,67.69,2.15
2016,2,24,4.8358,11.05,61.29,4.25
2016,2,25,3.7282,9.64,76.28,3.76
2016,2,26,4.6594,10.83,71.67,6.36
2016,2,27,1.7134,6.03,92.4,9.35
2016,2,28,2.9731,6.25,82.63,6.89
2016,2,29,3.2448,7.95,83.58,4.6
2016,3,1,5.6141,9.51,69.45,2.43
2016,3,2,5.809,11.6,59.81,2.66
2016,3,3,5.6882,11.9,67.54,3.06
2016,3,4,5.466,12.41,70.07,3.13
2016,3,5,3.2527,9.61,83.15,5.15
2016,3,6,4.2888,8.08,77.56,4.4
2016,3,7,2.2579,7.16,81.04,6.39
2016,3,8,3.6305,8.32,74.92,4.02
2016,3,9,5.983,8.96,65.94,3.04
2016,3,10,3.979,8.28,80.66,5.92
2016,3,11,4.8526,8.44,66.63,2.42
2016,3,12,6.3538,10.45,52.55,2.22
2016,3,13,6.307,11.57,48.23,2.87
2016,3,14,5.9126,12.06,54.17,3.52
2016,3,15,4.8998,11.19,70.78,3.06
2016,3,16,4.6541,11.96,74.71,3.24
2016,3,17,5.8512,13.34,67.12,2.36
2016,3,18,6.2095,13.78,63.22,2.87
2016,3,19,4.8185,12.26,76.69,3.34
2016,3,20,4.5307,12.01,75.07,2.91
2016,3,21,2.4317,10.23,80.84,4.25
2016,3,22,2.4353,8.79,86.62,7.53
2016,3,23,3.5234,9.3,86.3,4.19
2016,3,24,4.8086,10.66,78.43,2.85
2016,3,25,6.7913,11.62,71.22,2.45
2016,3,26,6.6379,13.85,61.61,3.03
2016,3,27,5.7823,13.64,70.04,2.24
2016,3,28,5.9966,13.96,74.53,2.38
2016,3,29,6.811,16.71,62.27,2.38
2016,3,30,6.2962,17.35,56.7,3.83
2016,3,31,4.4688,11.94,75.39,3.87
2016,4,1,7.087,10.34,64.23,3.0
2016,4,2,7.1059,12.8,58.33,2.56
2016,4,3,5.0282,13.03,73.06,2.69
2016,4,4,4.0658,13.64,77.97,5.27
2016,4,5,4.8662,11.2,79.93,6.79
2016,4,6,4.6644,12.27,73.35,3.62
2016,4,7,5.5966,14.84,67.83,2.53
2016,4,8,6.2417,14.31,68.88,4.7
2016,4,9,6.4764,13.04,63.03,2.28
2016,4,10,6.2647,12.96,67.27,4.14
2016,4,11,5.6102,14.33,70.2,3.55
2016,4,12,5.2222,14.49,69.4,3.58
2016,4,13,6.4354,15.83,68.4,2.47
2016,4,14,6.9389,16.73,66.2,2.39
2016,4,15,6.5035,15.14,73.78,3.07
2016,4,16,7.2262,16.32,65.54,3.31
2016,4,17,5.9842,16.02,76.66,2.28
2016,4,18,6.7817,19.3,68.45,3.41
2016,4,19,3.4034,15.64,82.07,3.2
2016,4,20,4.6027,14.0,71.31,3.99
2016,4,21,7.5156,15.26,61.38,2.71
2016,4,22,7.3426,17.73,63.52,2.83
2016,4,23,7.4167,18.43,65.0,3.09
2016,4,24,7.5842,18.08,63.59,2.4
2016,4,25,7.7237,19.57,59.75,2.83
2016,4,26,7.9142,19.52,56.09,2.97
2016,4,27,6.8746,17.48,60.03,3.06
2016,4,28,6.0689,16.04,63.27,2.17
2016,4,29,6.5177,17.53,63.57,2.02
2016,4,30,6.1529,17.64,68.17,2.47
2016,5,1,7.9956,19.53,55.84,6.04
2016,5,2,7.9706,22.7,46.08,5.34
2016,5,3,7.0042,23.8,48.99,4.85
2016,5,4,2.5973,19.8,75.02,3.67
2016,5,5,3.8813,19.01,74.01,4.57
2016,5,6,3.6706,15.68,76.25,4.09
2016,5,7,5.3642,16.65,67.88,3.83
2016,5,8,4.0313,16.21,74.33,4.85
2016,5,9,3.9696,15.89,71.76,4.32
2016,5,10,2.7254,15.11,74.26,4.17
2016,5,11,4.4153,14.21,73.03,6.3
2016,5,12,5.8673,14.05,75.29,6.08
2016,5,13,5.243,13.87,74.93,5.25
2016,5,14,6.9406,14.9,70.64,2.5
2016,5,15,8.4259,17.24,60.01,2.58
2016,5,16,8.3623,20.38,51.31,2.75
2016,5,17,5.8433,20.59,55.46,2.85
2016,5,18,4.746,17.46,79.55,1.81
2016,5,19,7.7474,20.46,63.66,2.41
2016,5,20,8.3959,23.36,49.94,2.84
2016,5,21,8.0659,25.49,46.15,3.21
2016,5,22,7.7791,22.71,58.31,3.0
2016,5,23,8.118,26.06,43.3,2.55
2016,5,24,8.0846,24.1,50.35,4.26
2016,5,25,7.6414,21.45,63.06,3.12
2016,5,26,8.2567,20.5,65.33,2.75
2016,5,27,8.0832,21.6,58.36,3.82
2016,5,28,6.2162,18.74,65.51,5.26
2016,5,29,8.2183,18.13,64.73,2.86
2016,5,30,8.5594,18.43,59.38,3.15
2016,5,31,8.5332,20.51,54.27,2.72
2016,6,1,8.6098,24.8,40.99,3.38
2016,6,2,8.1214,23.51,45.19,3.23
2016,6,3,8.2402,19.78,56.78,3.97
2016,6,4,8.6599,18.85,56.47,3.2
2016,6,5,8.7686,21.65,48.19,2.32
2016,6,6,8.4348,24.05,48.71,2.37
2016,6,7,8.0443,28.77,39.12,2.4
2016,6,8,7.1743,31.05,36.57,2.62
2016,6,9,8.0357,28.44,41.01,3.93
2016,6,10,8.2121,23.9,53.12,4.04
2016,6,11,7.5528,22.02,57.91,2.88
2016,6,12,8.425,25.19,43.4,3.17
2016,6,13,8.8039,26.23,41.6,3.12
2016,6,14,8.6016,25.54,47.75,4.08
2016,6,15,5.6686,20.47,63.22,6.13
2016,6,16,7.4119,17.95,60.23,4.79
2016,6,17,8.7101,20.18,51.69,3.02
2016,6,18,8.8025,22.81,43.45,2.68
2016,6,19,8.755,24.86,36.18,3.14
2016,6,20,8.729,26.35,31.66,4.91
2016,6,21,8.7019,28.61,27.92,4.85
2016,6,22,8.4871,29.16,31.44,3.61
2016,6,23,8.183,29.78,33.35,2.47
2016,6,24,7.0538,30.59,31.03,3.09
2016,6,25,7.974,27.7,39.39,3.4
2016,6,26,7.6522,23.8,51.65,3.41
2016,6,27,5.3422,26.75,46.65,3.66
2016,6,28,7.0022,26.19,49.23,3.88
2016,6,29,7.4455,25.82,56.0,2.97
2016,6,30,7.865,25.75,58.07,2.97
2016,7,1,7.6092,25.96,55.69,3.77
2016,7,2,8.0846,28.32,43.63,3.92
2016,7,3,8.0443,27.09,46.55,2.93
2016,7,4,8.0866,26.62,51.75,3.09
2016,7,5,8.0558,27.69,50.93,3.39
2016,7,6,8.0671,26.73,56.09,3.7
2016,7,7,2.941,24.56,60.17,3.85
2016,7,8,7.7426,28.14,47.18,3.12
2016,7,9,7.6548,31.65,34.28,2.96
2016,7,10,7.5154,31.51,36.94,2.28
2016,7,11,7.6452,31.32,39.12,2.78
2016,7,12,7.9795,29.72,36.54,3.56
2016,7,13,8.5258,28.68,33.1,2.74
2016,7,14,8.2625,31.15,26.91,2.7
2016,7,15,8.0573,33.26,23.63,3.82
2016,7,16,8.029,33.98,23.96,5.26
2016,7,17,7.6798,33.65,26.9,3.53
2016,7,18,6.8482,34.9,26.87,3.99
2016,7,19,4.8497,36.12,20.41,3.58
2016,7,20,6.8839,34.04,28.09,3.41
2016,7,21,7.176,33.22,27.56,3.86
2016,7,22,8.4353,27.92,31.43,4.2
2016,7,23,8.4509,29.38,25.72,2.54
2016,7,24,8.2495,32.89,17.27,3.4
2016,7,25,8.0066,34.88,16.31,3.09
2016,7,26,7.1986,34.04,19.93,2.86
2016,7,27,7.931,29.91,34.52,3.53
2016,7,28,7.8648,31.11,30.85,3.22
2016,7,29,6.8597,32.66,30.46,4.23
2016,7,30,6.881,31.36,34.66,2.66
2016,7,31,6.1723,33.36,26.19,3.44
2016,8,1,6.5436,31.77,30.33,2.99
2016,8,2,6.9012,33.02,31.2,3.13
2016,8,3,7.1491,33.01,29.08,3.49
2016,8,4,7.9159,32.39,26.7,4.56
2016,8,5,8.227,29.66,26.5,3.22
2016,8,6,7.9063,32.44,24.25,4.74
2016,8,7,7.985,31.72,30.03,7.52
2016,8,8,7.8566,32.05,27.29,5.64
2016,8,9,7.9147,31.42,23.5,3.4
2016,8,10,7.4194,29.38,24.19,3.04
2016,8,11,7.4345,29.17,35.47,6.67
2016,8,12,7.453,30.77,33.18,7.45
2016,8,13,7.0834,31.87,29.51,4.74
2016,8,14,6.4793,32.95,30.16,3.59
2016,8,15,5.3935,30.4,44.65,3.23
2016,8,16,4.9596,31.02,39.58,3.58
2016,8,17,7.05,29.05,41.69,3.76
2016,8,18,7.4462,28.11,39.69,3.11
2016,8,19,7.2094,28.49,39.0,3.25
2016,8,20,7.315,28.07,42.59,3.04
2016,8,21,7.4074,29.94,37.54,2.72
2016,8,22,7.26,32.38,29.57,3.68
2016,8,23,7.3121,32.54,29.06,4.02
2016,8,24,6.6878,31.72,35.13,1.98
2016,8,25,6.7553,32.22,32.23,2.26
2016,8,26,6.0024,33.2,30.39,3.56
2016,8,27,6.1003,32.41,33.87,4.63
2016,8,28,6.0276,32.71,29.61,2.56
2016,8,29,6.2806,31.69,30.63,3.7
2016,8,30,6.8532,30.28,33.55,3.8
2016,8,31,6.8393,26.82,36.04,2.86
2016,9,1,5.8874,29.38,37.64,3.38
2016,9,2,5.9467,31.13,34.25,2.97
2016,9,3,6.0722,32.55,29.38,2.59
2016,9,4,6.0307,32.58,29.64,2.45
2016,9,5,6.2618,34.45,22.19,3.27
2016,9,6,6.486,33.95,20.64,3.16
2016,9,7,6.3749,31.39,28.16,4.17
2016,9,8,6.463,28.83,38.58,3.1
2016,9,9,6.6173,26.75,44.85,3.05
2016,9,10,6.66,25.85,41.94,2.85
2016,9,11,5.7876,28.26,35.45,2.47
2016,9,12,6.2004,26.86,44.78,4.45
2016,9,13,5.9357,23.17,61.27,4.97
2016,9,14,4.7467,19.93,56.91,4.51
2016,9,15,6.6876,19.25,47.31,3.18
2016,9,16,6.6293,22.12,37.84,3.23
2016,9,17,6.0091,26.24,27.12,3.66
2016,9,18,6.3338,25.58,37.09,2.98
2016,9,19,3.6233,21.44,58.99,1.75
2016,9,20,5.9698,23.0,46.48,2.17
2016,9,21,6.1594,23.51,42.53,3.41
2016,9,22,4.4436,21.07,59.32,2.77
2016,9,23,5.9374,22.34,53.63,2.39
2016,9,24,5.7048,24.45,46.66,3.08
2016,9,25,5.6362,24.55,47.77,2.37
2016,9,26,4.7218,25.15,43.14,2.47
2016,9,27,5.4494,25.64,44.89,5.47
2016,9,28,5.6429,23.94,45.35,8.59
2016,9,29,5.4775,22.91,43.61,7.91
2016,9,30,5.3611,23.29,40.78,4.17
2016,10,1,5.5867,23.29,42.02,2.71
2016,10,2,5.6191,23.52,41.65,2.83
2016,10,3,5.4739,26.42,32.15,2.24
2016,10,4,4.7921,26.63,29.67,2.66
2016,10,5,4.9706,26.18,27.96,3.08
2016,10,6,5.4108,25.16,28.3,3.29
2016,10,7,4.6882,25.07,34.37,4.19
2016,10,8,4.7102,24.79,40.16,4.06
2016,10,9,5.3347,21.04,53.04,3.02
2016,10,10,5.3993,19.92,55.31,2.48
2016,10,11,5.4094,18.43,60.51,2.89
2016,10,12,3.6509,18.4,64.32,5.23
2016,10,13,2.3126,16.24,80.69,7.25
2016,10,14,3.1445,16.21,75.57,3.73
2016,10,15,4.7218,18.09,65.92,2.59
2016,10,16,4.6752,20.41,56.95,2.5
2016,10,17,3.971,21.96,55.36,2.19
2016,10,18,4.4563,22.99,53.79,2.79
2016,10,19,4.211,22.88,50.23,2.85
2016,10,20,3.0377,22.56,56.08,1.92
2016,10,21,3.8215,21.53,62.74,2.57
2016,10,22,4.2919,20.75,63.76,3.69
2016,10,23,3.5688,18.96,62.23,4.16
2016,10,24,3.2774,20.19,58.8,2.57
2016,10,25,1.2641,20.39,63.15,3.24
2016,10,26,2.8858,22.94,48.66,3.71
2016,10,27,3.9852,24.97,35.58,5.22
2016,10,28,4.1563,23.96,40.92,5.81
2016,10,29,4.6027,21.88,40.67,4.88
2016,10,30,4.6318,20.71,40.31,2.9
2016,10,31,4.5151,20.43,44.32,3.08
2016,11,1,2.843,17.52,68.37,3.25
2016,11,2,3.6281,21.38,53.74,2.17
2016,11,3,2.9455,20.88,57.16,1.9
2016,11,4,1.9673,18.63,65.49,3.42
2016,11,5,2.9184,18.13,65.28,4.05
2016,11,6,2.111,15.49,82.31,3.47
2016,11,7,3.3715,11.1,75.14,4.36
2016,11,8,4.123,10.59,63.92,3.65
2016,11,9,4.0339,10.99,51.93,2.77
2016,11,10,2.2963,12.37,69.4,2.93
2016,11,11,4.117,11.87,76.56,2.33
2016,11,12,4.0591,13.52,57.92,2.06
2016,11,13,3.3816,14.15,49.18,2.07
2016,11,14,3.9593,14.75,50.06,3.58
2016,11,15,3.4325,13.64,60.55,6.95
2016,11,16,3.432,13.7,59.5,5.01
2016,11,17,3.9758,14.43,46.56,2.71
2016,11,18,3.943,13.59,48.37,3.1
2016,11,19,3.4111,12.1,61.96,2.71
2016,11,20,2.9273,12.86,70.49,3.29
2016,11,21,2.1122,14.23,68.87,5.17
2016,11,22,1.0094,11.76,83.34,5.7
2016,11,23,1.733,8.74,83.68,6.26
2016,11,24,1.5454,8.87,82.42,6.26
2016,11,25,2.9386,11.55,67.48,3.97
2016,11,26,1.8871,11.53,73.3,5.27
2016,11,27,1.3058,11.58,83.31,7.06
2016,11,28,1.9063,11.11,82.39,4.54
